id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
881,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.2,0.6619101146999999,6,1,-1,0,0,14,1,1,0,1,42,2,0.4,0.7655684433,0.3937003937,3.3166247904,0.4,0.1,0.1,2,1,6,4,8,3,4,3,1,1,9,0,0,0,0,0,0
882,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.7,0.4,0.9698582371,7,1,1,0,0,0,1,1,2,1,87,3,0.316227766,0.7857972210999999,0.2944486373,3.6055512755,0.3,0.3,0.1,2,2,7,2,9,2,7,2,1,1,9,0,1,1,0,0,0
889,0,0,1,11,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.1,0.3,-1.0,11,1,0,2,1,0,1,1,0,1,104,2,0.3741657387,0.7016656687999999,0.3601388621,2.8284271247,0.9,0.6,0.4,3,3,7,4,10,3,13,3,0,4,9,0,1,0,0,0,0
890,0,5,1,10,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.3,0.0,0.7318640584,11,0,1,9,0,11,1,1,2,1,56,3,0.4898979486,1.3183444257,0.4283689998,3.6055512755,0.8,0.7,0.5,4,1,7,5,8,0,10,5,1,6,12,0,1,1,0,0,1
892,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.2,0.645174395,3,1,1,0,0,1,1,1,2,1,51,2,0.3741657387,0.8283833703,0.3307567082,3.6055512755,0.8,0.8,0.6,3,3,9,2,10,2,7,4,2,0,7,0,0,0,0,1,0
894,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.9,0.2,0.3807886553,7,1,-1,0,-1,4,1,1,0,1,104,2,0.3997499218,0.6223290034000001,0.3917907605,2.2360679775,0.2,0.9,0.1,4,4,10,5,10,1,10,6,0,3,5,0,1,0,0,0,0
896,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.7,0.7,0.9086390923,6,1,-1,0,1,14,1,1,0,1,68,3,0.4,0.7394017014,0.4074309757,2.6457513111,0.3,0.8,0.2,3,1,10,4,9,1,8,6,1,4,6,0,1,1,0,0,0
899,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0.5,0.2,0.5706356105,7,1,-1,0,-1,0,1,1,2,1,95,2,0.4,0.762201032,0.4013726448,3.0,0.8,0.0,0.4,2,3,6,5,8,3,6,5,2,4,6,0,0,0,1,0,0
900,0,2,1,10,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0.8,0.3,0.7454025758,6,1,-1,0,1,0,1,1,0,1,39,1,0.3160696126,0.5999311254999999,0.3744329045000001,2.0,0.9,0.7,0.1,1,1,10,5,7,1,8,5,3,4,5,1,1,1,1,0,0
903,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,10,0,0,1,0.7,0.6,0.5419870847,6,1,-1,0,1,1,1,1,0,1,40,2,0.3741657387,0.6269103037,0.3814446225,2.4494897428,0.1,0.4,0.7,2,2,7,2,10,2,11,1,0,3,11,1,1,1,0,0,0
906,1,5,2,3,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.3,0.0,1.7718281519,11,1,-1,0,-1,14,1,1,2,1,29,3,0.4458699362,0.8565257519,0.3488552709,3.0,0.8,0.4,0.9,2,4,9,4,10,1,5,8,3,7,10,0,1,1,0,1,0
912,0,5,1,6,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.5,0.3,0.7972609359999999,5,1,0,0,0,0,0,1,0,1,37,2,0.316227766,0.7086974433,0.31144823,3.1622776602,0.7,0.1,0.2,3,2,10,5,11,1,7,3,2,1,6,0,0,0,0,1,0
918,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.7,1.0,1.3071916462,10,1,-1,1,0,0,0,1,0,1,75,2,0.4472135955,1.1598037024,0.4440720662,3.6055512755,0.5,0.7,0.0,3,1,9,4,11,4,11,9,0,0,6,0,0,1,0,0,0
921,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.7,0.3,0.6144102864000001,7,0,-1,0,-1,4,1,1,2,1,104,3,0.4471017781,0.7007817359,0.3591656999,2.2360679775,0.4,0.3,0.9,5,2,10,3,9,5,4,7,1,2,6,0,1,0,0,0,0
922,0,4,1,6,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.7,0.2,0.75,6,1,-1,8,1,11,1,1,0,1,71,2,0.4898979486,1.2551369653,0.4949747468,3.6055512755,0.6,0.3,0.2,3,1,9,1,11,2,6,5,3,3,6,0,1,1,0,0,0
927,0,6,1,5,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.6,0.2,0.4092676386,0,0,-1,0,1,11,1,1,0,1,104,2,0.4469899328,0.7354371276,0.3449637662,2.8284271247,0.5,0.3,0.2,2,1,10,3,10,5,11,1,0,4,9,0,1,1,0,0,1
930,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.6,0.2,0.5332682252000001,7,1,-1,0,-1,1,1,1,2,1,65,1,0.316227766,0.5990867706,0.3507135583,3.3166247904,0.5,0.6,0.5,0,0,7,2,9,1,8,2,2,4,11,0,1,1,1,1,0
931,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.6,0.6,1.5915794041999998,11,1,1,0,0,14,1,0,2,1,72,3,0.4,1.1625616486,0.3504283094,3.6055512755,0.2,0.8,0.7,3,3,8,3,10,1,9,4,3,5,7,0,1,1,0,0,1
933,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.5,1.1263880326,3,1,-1,0,-1,4,1,1,3,1,48,3,0.3160696126,0.4834449382,0.3893584467,1.0,0.8,0.4,0.1,3,1,7,3,8,5,15,7,4,6,6,0,0,1,0,0,0
934,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.3,0.0,0.7648529270000001,7,1,-1,0,-1,0,1,1,2,1,39,3,0.316227766,0.6542928806,0.3744329045000001,2.6457513111,0.7,0.0,0.9,3,2,6,3,7,3,1,6,1,5,7,0,0,0,0,0,0
942,0,4,2,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.3,0.6209871174,6,1,-1,0,0,11,1,1,0,1,67,2,0.3741657387,0.6462223346,0.3666060556,2.8284271247,0.2,0.0,0.0,2,1,7,3,12,2,8,4,0,1,6,0,0,1,0,0,0
943,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.4,0.9915266008,7,1,-1,0,-1,11,1,1,2,1,99,2,0.3155946768,0.5099627275,0.3734969879,0.0,0.4,0.5,0.8,2,1,8,3,9,2,9,1,2,1,10,0,1,0,0,0,0
948,0,0,3,7,1,0,0,1,0,0,0,1,0,0,1,5,0,0,1,0.9,1.0,0.9672771061,7,1,1,0,1,4,1,0,2,1,48,1,0.316227766,0.7246401215999999,0.3019933774,3.7416573868,0.3,0.9,0.8,4,1,9,2,9,2,8,7,1,3,8,0,1,1,0,0,0
951,0,0,1,8,0,3,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.2,-1.0,7,1,-1,0,-1,1,1,0,2,1,80,3,0.316227766,0.7858248284999999,-1.0,3.6055512755,0.1,0.9,0.6,3,3,7,4,9,0,4,3,1,2,10,0,0,1,0,1,0
954,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.6087897831,7,1,-1,0,-1,14,1,1,2,1,60,1,0.316227766,0.6196673328,0.34727510710000004,3.1622776602,0.3,0.2,0.7,4,3,9,5,9,4,11,9,1,2,9,1,0,1,1,1,0
958,0,0,1,7,1,3,1,0,0,0,0,0,0,0,0,11,0,1,0,0.9,0.3,0.7656696416,7,1,-1,0,-1,14,1,0,2,1,42,2,0.4,0.8733544148000001,0.3937003937,3.6055512755,0.7,0.5,0.2,2,2,9,4,9,1,13,9,0,5,8,1,1,1,0,1,0
959,0,1,3,7,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0.9,0.9,1.1053845485,11,1,1,1,0,3,1,1,2,1,102,2,0.4,0.8569960028,0.3269556545,3.4641016151,0.6,0.8,0.0,3,3,7,3,7,5,12,3,1,2,4,0,1,0,0,1,0
965,0,4,1,3,1,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0.9,0.9,1.4920623311,11,0,1,0,1,10,1,0,2,1,28,3,0.3741657387,1.0527414036,0.3386738844,3.7416573868,0.0,0.5,0.6,1,2,6,2,8,1,5,5,0,4,13,0,1,0,0,0,0
966,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0.3,0.0,1.1423659659,11,0,1,8,1,9,1,0,2,1,13,3,0.4472135955,1.1996039291,0.3991240409,3.6055512755,0.2,0.5,0.1,1,1,8,2,8,4,7,6,1,1,1,0,1,1,0,1,0
968,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.9,0.4,0.9743587635,11,0,-1,0,-1,1,1,1,1,1,31,3,0.4242640687,0.8628704737999999,0.40348482,3.1622776602,0.8,0.7,0.2,1,2,8,1,8,3,5,7,3,3,9,0,1,0,0,0,0
969,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,1.4,1.5720209922,10,0,-1,0,1,10,1,1,0,1,89,2,0.3872983346,0.9082837326,0.4086563348,3.1622776602,0.6,0.1,0.3,3,3,7,4,11,0,8,4,2,4,12,0,0,1,0,1,0
970,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,1.8,1.9648473223,11,0,0,9,1,10,1,1,2,1,104,3,0.4472135955,1.4046704858,0.3908964057,3.4641016151,0.7,0.5,0.8,1,0,7,3,9,2,8,4,1,3,7,0,0,0,0,0,0
971,0,6,1,2,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.8,1.3,0.9158329542,0,1,-1,0,0,11,0,1,0,1,19,3,0.316227766,0.6045625425,0.3887158345,2.4494897428,0.0,0.6,0.3,4,1,8,2,8,3,12,5,3,4,8,0,1,1,1,0,0
972,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.3,-1.0,6,1,-1,2,-1,11,1,1,0,1,94,0,0.3741657387,0.7866657328,0.4301162634,3.6055512755,0.2,0.2,0.1,4,1,7,3,10,1,10,5,0,5,5,1,1,1,1,0,0
973,0,4,1,8,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.1,0.1,-1.0,6,1,-1,0,1,0,1,1,0,1,32,3,0.3160696126,0.5242468033,0.3521363372,1.4142135624,0.4,0.4,0.7,2,1,8,3,11,2,8,7,0,2,9,0,1,0,0,0,0
974,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.2,0.5414101957,6,1,-1,0,0,1,1,1,0,1,74,3,0.3741657387,0.6443171797,0.3861346915,2.6457513111,0.3,0.3,0.4,0,0,10,6,9,2,10,7,3,3,5,0,1,1,0,0,0
979,0,5,3,5,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.4,0.5,1.0077822185,11,0,1,1,1,9,1,1,0,1,104,2,0.4242640687,1.2551542495,0.35,3.4641016151,0.1,0.5,0.4,2,1,7,4,9,3,9,5,1,2,9,0,0,1,0,1,0
981,0,3,2,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.6,0.8,1.1803071634,6,1,-1,9,1,13,1,0,0,1,104,2,0.4469899328,1.4307571825999998,0.4549725266,3.4641016151,0.9,0.4,0.9,1,1,7,1,12,2,9,4,2,1,7,1,1,1,0,1,0
982,0,2,2,2,1,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0.9,0.7,0.9013878189,6,1,-1,0,0,15,1,0,0,1,97,2,0.3605551275,0.8865151386,-1.0,3.6055512755,0.4,0.7,0.5,1,1,9,4,8,2,7,5,0,5,8,0,1,0,0,0,0
983,0,2,1,3,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,1.2,1.5797547278,10,1,-1,0,0,14,1,1,0,1,82,3,0.316227766,0.7445775051000001,0.3685105155,3.4641016151,0.9,0.8,0.2,3,2,9,3,11,5,9,5,1,4,6,1,0,0,1,0,0
984,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,1.0,0.9453835201,11,1,-1,0,-1,10,1,1,2,1,55,2,0.4242640687,1.058495736,0.416533312,3.4641016151,0.2,0.5,0.7,3,3,8,1,10,2,9,6,2,4,10,0,0,1,0,1,0
988,0,5,1,6,1,4,1,0,0,0,0,0,0,0,0,12,1,0,0,0.1,0.3,-1.0,7,1,1,0,1,0,1,1,2,1,32,1,0.3157530681,0.441985565,-1.0,0.0,0.0,0.8,0.1,2,1,8,5,8,1,10,5,2,3,7,0,1,0,0,1,0
990,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.4,0.0,0.7403546447,7,1,-1,0,-1,1,1,1,2,1,70,3,0.3741657387,0.7253383365999999,0.3937003937,2.8284271247,0.2,0.3,0.4,4,2,9,4,10,0,10,9,2,4,6,0,0,0,1,0,0
991,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.1,0.2,-1.0,11,0,-1,0,-1,11,1,1,2,1,30,3,0.4472135955,0.8733780717,0.4477722635,3.0,0.7,0.8,0.9,3,2,9,3,10,2,12,7,4,6,7,0,1,1,0,0,0
993,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.8,1.0638961415,3,1,-1,0,-1,7,1,1,2,1,92,3,0.3741657387,0.7609530779000001,0.3926830783,3.3166247904,0.4,0.5,0.4,2,2,8,3,11,1,6,1,1,2,9,0,1,0,0,0,0
1001,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,7,1,0,0,0.8,0.8,1.348842096,10,1,-1,0,0,0,1,1,0,1,87,3,0.316227766,0.7313945696999999,0.3615245497,3.4641016151,0.9,0.2,0.1,3,1,8,6,10,2,12,8,0,4,12,0,0,0,0,0,0
1002,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.7,0.4,0.804673847,11,1,-1,0,-1,4,1,1,2,1,84,3,0.316227766,0.7483176723999999,0.3667424164,3.4641016151,0.5,0.0,0.4,4,5,8,1,8,3,6,4,1,4,10,0,1,0,0,0,0
1003,0,1,1,2,0,4,0,1,0,0,0,0,0,0,0,4,1,0,0,0.1,0.4,-1.0,11,1,0,0,1,0,1,1,2,1,43,3,0.4,0.5896139653,-1.0,1.7320508076,0.8,0.4,0.6,1,2,8,1,10,2,11,5,0,0,11,0,1,1,0,0,0
1008,0,2,2,4,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0.9,0.4,0.7132671309,7,1,-1,0,-1,1,1,0,0,1,64,1,0.316227766,0.7117374853,0.3619392214,3.6055512755,0.7,0.4,0.5,3,2,8,4,8,2,9,9,5,1,11,0,0,0,0,0,0
1009,0,1,1,6,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.5,0.3,0.8598691761,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7620864954000001,0.3615245497,3.6055512755,0.7,0.8,0.2,3,2,8,4,10,1,4,4,3,0,10,0,1,0,0,0,0
1015,0,1,1,6,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.6,0.4,0.8344159634,11,1,-1,0,-1,1,1,1,2,1,74,3,0.3741657387,0.6265806459000001,0.3861346915,2.4494897428,0.8,0.0,0.5,2,1,8,2,7,1,8,6,1,1,11,0,0,1,0,1,0
1017,1,4,2,3,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.1,1.0638961415,11,1,-1,0,-1,0,1,1,3,1,66,3,0.3998749805,0.6772879803,0.3817066937,2.4494897428,0.9,0.1,0.2,1,3,6,4,9,0,10,7,2,3,6,0,1,1,0,1,0
1021,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.1,0.2,-1.0,7,1,0,0,1,11,1,1,2,1,103,3,0.316227766,0.6938335237000001,0.2887905816,3.4641016151,0.6,0.7,0.8,3,3,7,5,10,3,8,7,1,1,8,0,0,1,0,1,0
1026,0,4,1,9,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0.7,0.4,0.9915266008,11,1,1,0,1,14,1,1,2,1,68,3,0.4,0.8223002408,0.3443835072,3.0,0.2,0.4,0.7,2,3,9,1,9,2,4,6,1,1,10,0,1,1,0,0,0
1027,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.2,0.2,-1.0,11,1,-1,0,-1,10,1,1,2,1,28,3,0.3872983346,0.8901782717,0.3820994635,3.0,0.6,0.7,0.0,2,0,7,3,11,3,15,6,1,0,15,0,1,0,0,1,0
1028,1,3,1,5,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.9,0.5,0.8355387484000001,7,1,-1,0,-1,4,1,1,2,1,50,2,0.4,0.7599613953000001,0.3943348831,3.4641016151,0.3,0.1,0.5,3,2,8,4,10,2,9,4,2,3,8,1,1,1,1,0,0
1030,0,3,1,6,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0.1,0.0,-1.0,3,1,1,0,1,1,1,1,2,1,64,1,0.316227766,0.6123218243,0.3016620626,3.0,0.5,0.4,0.8,4,3,5,4,11,3,7,5,0,1,10,0,0,0,0,0,0
1040,0,0,1,3,0,4,1,0,0,0,0,0,0,0,0,12,0,0,1,0.9,0.7,0.6604922407,11,1,-1,0,-1,11,1,1,2,1,76,3,0.316227766,0.7526125297,0.3794733192,3.6055512755,0.8,0.3,0.8,1,4,9,2,10,0,10,5,1,0,1,0,1,1,0,0,1
1042,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.5,1.2178361959,9,1,0,0,0,1,1,1,2,1,64,1,0.316227766,0.5483257764,0.3016620626,2.4494897428,0.1,0.1,0.7,2,3,7,5,7,3,9,8,3,3,6,0,0,0,0,1,0
1044,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.2,0.2,-1.0,11,1,-1,0,-1,1,1,1,2,1,51,2,0.4,0.8769900628,0.4017461885,3.6055512755,0.0,0.4,0.1,1,1,6,2,11,2,8,9,2,4,14,0,1,1,0,1,0
1045,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,0.2,0.6234981957,11,1,-1,0,-1,4,1,0,2,1,12,3,0.4,0.8712226612999999,0.3708099244,3.6055512755,0.9,0.0,0.6,2,4,6,2,10,3,11,5,3,3,4,1,0,1,1,0,0
1046,0,7,1,5,0,6,0,0,1,0,0,0,0,0,0,4,1,0,0,0.3,0.2,-1.0,4,1,-1,8,1,13,1,1,0,1,4,2,0.5656854249000001,1.4882004913999998,0.5186520992,3.6055512755,0.9,0.6,0.5,1,2,9,3,12,3,7,3,0,1,10,0,0,0,0,1,0
1047,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.4,0.0,0.7770135134,7,1,1,0,1,6,1,1,0,1,104,3,0.4,0.9509130019,-1.0,3.6055512755,0.2,0.3,0.9,3,4,8,5,9,4,6,5,2,2,14,0,0,0,0,1,1
1048,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0.0,0.4380353867,7,1,0,0,1,11,1,1,2,1,99,2,0.316227766,0.621032864,0.30331501780000003,3.0,0.6,0.0,0.0,1,0,7,2,10,1,7,9,1,2,7,0,1,1,0,0,0
1055,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.3,0.2,-1.0,7,0,-1,0,-1,15,1,1,2,1,5,2,0.4472135955,1.1721192927,0.4,3.4641016151,0.2,0.5,0.8,2,2,7,2,12,4,6,4,0,5,7,0,1,1,0,1,0
1058,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.1,0.3,-1.0,8,1,-1,8,0,3,1,0,0,1,104,2,0.5,1.4304972262,0.474341649,3.7416573868,0.3,0.4,0.8,2,0,8,1,11,5,10,5,2,2,10,0,1,1,0,0,0
1059,0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.9,0.8,1.0344080433,9,1,1,0,1,11,1,0,2,1,104,3,0.4,1.0341663309,0.33911649920000003,3.6055512755,0.5,0.8,0.5,2,4,7,5,7,1,7,5,1,0,14,0,1,0,0,1,0
1067,0,2,1,8,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.4,0.0,0.8576858398999999,7,1,1,0,1,0,1,0,2,1,54,3,0.4,1.0062408564,0.32,3.6055512755,0.0,0.3,0.1,0,2,8,4,8,3,8,9,0,2,9,0,1,0,1,0,1
1069,0,5,1,5,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.8,0.5,0.95,9,1,1,0,0,1,1,1,2,1,38,3,0.316227766,0.7497602923000001,0.299165506,3.6055512755,0.7,0.1,0.4,1,3,8,6,8,2,5,8,2,5,6,0,0,0,1,0,0
1070,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.9,0.8,1.1,10,1,-1,9,1,16,1,1,0,1,104,2,0.4898979486,1.337700321,0.5004997502,3.4641016151,0.9,0.3,0.3,3,3,8,4,9,3,8,5,0,1,5,1,0,1,1,0,0
1071,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,1.3,1.2947007376000002,11,1,-1,0,-1,6,1,1,2,1,104,3,0.3741657387,0.7121437779,0.393192065,3.0,0.6,0.4,0.3,3,0,6,0,10,3,11,5,1,2,7,0,1,1,0,1,1
1072,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.3,0.6174544518,7,1,0,0,1,1,1,1,2,1,64,3,0.3160696126,0.5188791161999999,0.3041381265,1.4142135624,0.2,0.0,0.4,4,2,9,3,8,3,10,13,0,1,4,0,0,1,0,0,0
1074,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0.7,0.2,0.6403124237,11,1,-1,0,-1,1,1,1,2,1,65,1,0.316227766,0.5735924202,0.3507135583,3.0,0.6,0.2,0.2,4,2,7,4,9,4,7,6,1,1,8,0,1,1,0,0,0
1076,0,5,1,6,0,6,0,0,0,1,0,0,0,0,0,7,1,0,0,0.7,0.5,0.8671072598,7,1,-1,0,-1,0,1,1,2,1,88,3,0.445421149,0.6362175157,0.4031128874,1.7320508076,0.7,0.8,0.0,3,2,8,4,9,4,12,5,1,0,12,0,1,1,0,0,0
1077,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.2,0.3,-1.0,7,1,-1,0,-1,11,1,1,2,1,7,3,0.3741657387,0.8028358827,0.4129164564,3.1622776602,0.6,0.9,0.5,2,3,10,2,7,3,12,7,1,1,6,1,0,0,1,0,0
1078,0,4,1,4,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.8,0.6,1.1388041974,11,1,1,0,1,11,1,1,2,1,67,2,0.3741657387,0.7446628279,0.3008321791,3.3166247904,0.8,0.0,0.5,3,4,8,4,11,1,7,3,1,2,13,0,1,0,0,0,0
1080,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,1.3,1.5325632124000002,11,1,1,0,0,1,1,0,2,1,40,2,0.3741657387,0.8641147001,0.3248076354,3.7416573868,0.9,0.0,0.1,2,2,9,4,10,1,8,4,4,2,5,0,1,1,0,0,0
1082,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0.9,0.8,1.5288884851,10,1,-1,0,1,10,1,0,0,1,55,2,0.4472135955,1.2121543556,0.4174925149,3.7416573868,0.4,0.7,0.5,4,2,7,4,10,2,8,3,2,1,8,0,1,0,0,0,0
1084,0,3,1,3,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.1,0.2,-1.0,4,1,-1,0,0,14,1,1,0,1,68,3,0.4,0.936407766,0.4074309757,3.4641016151,0.6,0.1,0.3,1,1,9,3,10,3,8,4,2,2,4,1,0,1,0,1,0
1093,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0.4,0.4,0.9585144756,11,1,-1,0,-1,0,1,1,1,1,88,3,0.4,0.901376358,0.3974921383,3.6055512755,0.9,0.0,0.0,2,1,6,2,8,1,8,4,0,1,4,0,1,1,0,0,0
1094,0,0,1,9,0,6,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.7,1.1608186766,11,1,-1,0,-1,11,1,1,2,1,57,2,0.4242640687,0.6757762601,0.3924283374,2.6457513111,0.9,0.7,0.8,2,5,8,2,8,1,10,2,0,2,9,0,0,0,0,0,0
1096,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.9,0.2,0.6087897831,7,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.7746500143,0.3708099244,3.4641016151,0.2,0.6,0.3,2,2,6,4,11,4,10,4,2,1,9,0,1,0,0,0,0
1097,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,1.5,1.617289399,11,0,0,9,1,17,-1,1,2,1,104,3,0.6,1.7068771930000002,-1.0,3.4641016151,0.0,0.0,0.6,5,2,6,2,11,1,13,3,2,2,10,0,1,1,0,0,0
1102,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.4,0.6363961031,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.7018864781,0.3583294573,3.4641016151,0.1,0.9,0.9,3,1,9,2,8,1,1,8,3,1,4,0,0,0,1,0,0
1105,0,1,1,8,0,6,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.5,0.779823698,7,1,-1,0,-1,11,1,1,2,1,101,3,0.3741657387,0.8562241731999999,0.3850973903,3.6055512755,0.8,0.3,0.6,4,3,6,4,9,2,5,2,0,5,6,0,1,1,0,0,0
1110,0,0,3,5,0,4,1,0,0,0,0,0,0,0,0,12,1,0,0,0.4,0.0,0.6398241946000001,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.6274538605,0.3685105155,2.8284271247,0.1,0.9,0.4,2,3,9,3,11,4,9,4,1,3,6,0,1,0,0,1,0
1111,0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.8,0.2,0.4703721931,6,1,0,0,0,1,1,1,0,1,64,3,0.316227766,0.6110889887,0.3016620626,2.8284271247,0.5,0.8,0.5,2,2,10,1,8,2,4,5,3,4,7,0,0,1,1,1,0
